ID,Date,Category,Invoice Number,Product Code,Customer Code,Destenation,QTY,Total Price
2529753,2020-02-09,Category4,4379,30001040,7,IRQ,55,210.87
2529754,2020-02-09,Category4,4379,30001040,7,IRQ,55,210.87
2529755,2020-02-27,Category4,4675,30001040,7,IRQ,140,620.0572
2529756,2020-02-27,Category4,4675,30001040,7,IRQ,140,620.0572
2529757,2020-04-27,Category4,292,30001040,7,IRQ,180,797.472
2529758,2020-04-27,Category4,292,30001040,7,IRQ,180,797.472
2529759,2020-12-02,Category4,4539,30001040,22,PAK,16,117.95684
2529760,2019-06-01,Category4,794,30001052,605,AUS,150,517.665
2529761,2019-06-01,Category4,794,30001052,605,AUS,150,517.665
2529762,2019-06-01,Category4,793,30001056,605,AUS,50,499.438
2529763,2019-12-10,Category4,3526,30001056,8,IRQ,10,95.8634
2529764,2019-12-10,Category4,3526,30001056,8,IRQ,10,95.8634
2529765,2019-12-16,Category6,3625,30002070,7,IRQ,11,223.6762
2529766,2019-12-16,Category6,3625,30002070,7,IRQ,11,223.6762
2529767,2019-05-25,Category6,703,30002070,609,TKM,15,353.5278
2529768,2020-02-27,Category6,4676,30002070,7,IRQ,7,198.24364
2529769,2020-02-27,Category6,4676,30002070,7,IRQ,7,198.24364
2529770,2020-02-27,Category6,4676,30002071,7,IRQ,5,141.6026
2529771,2020-02-27,Category6,4676,30002071,7,IRQ,5,141.6026
2529772,2019-05-25,Category6,703,30002071,609,TKM,15,353.5278
2529773,2019-12-16,Category6,3625,30002071,7,IRQ,9,183.0078
2529774,2019-12-16,Category6,3625,30002071,7,IRQ,9,183.0078
2529775,2019-12-16,Category6,3625,30002072,7,IRQ,9,183.0078
2529776,2019-12-16,Category6,3625,30002072,7,IRQ,9,183.0078
2529777,2019-05-25,Category6,703,30002072,609,TKM,15,353.5278
2529778,2019-04-07,Category6,4,30002072,575,KWT,50,1423.759
2529779,2020-02-27,Category6,4676,30002072,7,IRQ,7,198.24364
2529780,2020-02-27,Category6,4676,30002072,7,IRQ,7,198.24364
2529781,2020-02-27,Category6,4676,30002073,7,IRQ,6,169.92312
2529782,2020-02-27,Category6,4676,30002073,7,IRQ,6,169.92312
2529783,2019-04-07,Category6,4,30002073,575,KWT,35,996.6313
2529784,2019-05-25,Category6,703,30002073,609,TKM,15,353.5278
2529785,2019-12-16,Category6,3625,30002073,7,IRQ,7,142.3394
2529786,2019-12-16,Category6,3625,30002073,7,IRQ,7,142.3394
2529787,2019-12-16,Category6,3625,30002074,7,IRQ,11,223.6762
2529788,2019-12-16,Category6,3625,30002074,7,IRQ,11,223.6762
2529789,2019-05-25,Category6,702,30002074,609,TKM,15,353.5278
2529790,2020-02-27,Category6,4676,30002074,7,IRQ,5,141.6026
2529791,2020-02-27,Category6,4676,30002074,7,IRQ,5,141.6026
2529792,2020-02-27,Category6,4676,30002075,7,IRQ,5,141.6026
2529793,2020-02-27,Category6,4676,30002075,7,IRQ,5,141.6026
2529794,2019-05-25,Category6,702,30002075,609,TKM,15,353.5278
2529795,2019-12-16,Category6,3625,30002075,7,IRQ,9,183.0078
2529796,2019-12-16,Category6,3625,30002075,7,IRQ,9,183.0078
2529797,2019-12-16,Category6,3625,30002076,7,IRQ,7,142.3394
2529798,2019-12-16,Category6,3625,30002076,7,IRQ,7,142.3394
2529799,2019-05-25,Category6,702,30002076,609,TKM,15,353.5278
2529800,2019-04-07,Category6,4,30002076,575,KWT,35,996.6313
2529801,2020-02-27,Category6,4676,30002076,7,IRQ,5,141.6026
2529802,2020-02-27,Category6,4676,30002076,7,IRQ,5,141.6026
2529803,2019-05-25,Category6,703,30002077,609,TKM,15,353.5278
2529804,2019-05-25,Category6,703,30002078,609,TKM,15,353.5278
2529805,2019-04-07,Category6,4,30002078,575,KWT,50,1423.759
2529806,2019-12-16,Category6,3625,30002078,7,IRQ,7,142.3394
2529807,2019-12-16,Category6,3625,30002078,7,IRQ,7,142.3394
2529808,2020-02-27,Category6,4676,30002078,7,IRQ,5,141.6026
2529809,2020-02-27,Category6,4676,30002078,7,IRQ,5,141.6026
2529810,2020-02-27,Category6,4676,30002079,7,IRQ,5,141.6026
2529811,2020-02-27,Category6,4676,30002079,7,IRQ,5,141.6026
2529812,2019-12-16,Category6,3625,30002079,7,IRQ,7,142.3394
2529813,2019-12-16,Category6,3625,30002079,7,IRQ,7,142.3394
2529814,2019-04-07,Category6,4,30002079,575,KWT,135,3844.1493
2529815,2019-05-25,Category6,703,30002079,609,TKM,15,353.5278
2529816,2019-05-25,Category6,703,30002080,609,TKM,15,353.5278
2529817,2019-06-25,Category4,1011,30001067,605,AUS,50,359.6685
2529818,2019-10-02,Category4,2521,30001067,589,PAK,80,756.24
2529819,2019-10-02,Category4,2521,30001067,589,PAK,80,756.24
2529820,2019-12-10,Category4,3526,30001067,8,IRQ,10,95.8634
2529821,2019-12-10,Category4,3526,30001067,8,IRQ,10,95.8634
2529822,2019-12-10,Category4,3526,30001068,8,IRQ,10,95.8634
2529823,2019-12-10,Category4,3526,30001068,8,IRQ,10,95.8634
2529824,2019-10-02,Category4,2521,30001068,589,PAK,60,567.18
2529825,2019-10-02,Category4,2521,30001068,589,PAK,60,567.18
2529826,2019-11-26,Category3,3303,30003006,609,TKM,100,361.6
2529827,2019-11-26,Category3,3303,30003006,609,TKM,100,361.6
2529828,2019-12-09,Category3,3488,30003006,560,AFG,500,1279.91
2529829,2019-12-09,Category3,3488,30003006,560,AFG,500,1279.91
2529830,2019-12-09,Category3,3490,30003006,560,AFG,500,1279.91
2529831,2019-12-09,Category3,3490,30003006,560,AFG,500,1279.91
2529832,2020-11-26,Category3,4395,30003006,513,BHR,20,160.8068
2529833,2021-08-24,Category6,2811,30002089,37,DEU,10,470.75378
2529834,2019-07-29,Category6,1562,30002089,6,LKA,10,239.6776
2529835,2019-07-29,Category6,1562,30002089,6,LKA,10,239.6776
2529836,2019-04-29,Category4,302,30001069,514,BHR,800,4711.712
2529837,2019-11-09,Category4,3019,30001069,10,UAE,10,32.23403
2529838,2019-11-09,Category4,3019,30001069,10,UAE,10,32.23403
2529839,2019-12-10,Category4,3526,30001069,8,IRQ,10,33.1207
2529840,2019-12-10,Category4,3526,30001069,8,IRQ,10,33.1207
2529841,2019-12-16,Category4,3624,30001069,7,IRQ,56,178.08112
2529842,2019-12-16,Category4,3624,30001069,7,IRQ,56,178.08112
2529843,2020-01-15,Category4,4042,30001069,7,IRQ,55,181.67765
2529844,2020-01-15,Category4,4042,30001069,7,IRQ,55,181.67765
2529845,2020-02-27,Category4,4675,30001069,7,IRQ,135,597.9123
2529846,2020-02-27,Category4,4675,30001069,7,IRQ,135,597.9123
2529847,2020-02-09,Category4,4379,30001069,7,IRQ,55,210.87
2529848,2020-02-09,Category4,4379,30001069,7,IRQ,55,210.87
2529849,2020-04-27,Category4,292,30001069,7,IRQ,140,620.256
2529850,2020-04-27,Category4,292,30001069,7,IRQ,140,620.256
2529851,2020-02-09,Category4,4379,30001072,7,IRQ,55,210.87
2529852,2020-02-09,Category4,4379,30001072,7,IRQ,55,210.87
2529853,2020-02-27,Category4,4675,30001072,7,IRQ,135,597.9123
2529854,2020-02-27,Category4,4675,30001072,7,IRQ,135,597.9123
2529855,2020-01-15,Category4,4042,30001072,7,IRQ,55,181.67765
2529856,2020-01-15,Category4,4042,30001072,7,IRQ,55,181.67765
2529857,2019-12-16,Category4,3624,30001072,7,IRQ,56,178.08112
2529858,2019-12-16,Category4,3624,30001072,7,IRQ,56,178.08112
2529859,2019-11-09,Category4,3019,30001072,10,UAE,10,32.23403
2529860,2019-11-09,Category4,3019,30001072,10,UAE,10,32.23403
2529861,2019-10-02,Category4,2521,30001072,589,PAK,80,261.28
2529862,2019-10-02,Category4,2521,30001072,589,PAK,80,261.28
2529863,2019-06-01,Category4,793,30001072,605,AUS,150,517.665
2529864,2019-06-01,Category4,795,30001073,5,SYC,75,1024.2345
2529865,2019-12-28,Category4,3790,30001073,514,BHR,50,782.488
2529866,2019-12-28,Category4,3790,30001073,514,BHR,50,782.488
2529867,2019-12-28,Category4,3790,30001075,514,BHR,50,782.488
2529868,2019-12-28,Category4,3790,30001075,514,BHR,50,782.488
2529869,2019-12-16,Category4,3624,30001083,7,IRQ,59,187.62118
2529870,2019-12-16,Category4,3624,30001083,7,IRQ,59,187.62118
2529871,2020-01-15,Category4,4042,30001083,7,IRQ,56,184.98088
2529872,2020-01-15,Category4,4042,30001083,7,IRQ,56,184.98088
2529873,2019-12-28,Category4,3791,30001083,514,BHR,100,473.575
2529874,2019-12-28,Category4,3791,30001083,514,BHR,100,473.575
2529875,2020-02-09,Category4,4375,30001083,7,IRQ,55,210.87
2529876,2020-02-09,Category4,4375,30001083,7,IRQ,55,210.87
2529877,2019-04-29,Category4,302,30001083,514,BHR,200,1177.928
2529878,2019-11-09,Category4,3018,30001083,10,UAE,10,32.23403
2529879,2019-11-09,Category4,3018,30001083,10,UAE,10,32.23403
2529880,2020-02-27,Category4,4674,30001083,7,IRQ,120,531.4776
2529881,2020-02-27,Category4,4674,30001083,7,IRQ,120,531.4776
2529882,2020-04-27,Category4,292,30001083,7,IRQ,200,886.08
2529883,2020-04-27,Category4,292,30001083,7,IRQ,200,886.08
2529884,2019-04-29,Category4,302,30001085,514,BHR,300,1766.892
2529885,2019-04-29,Category4,302,30001087,514,BHR,100,588.964
2529886,2019-11-09,Category4,3018,30001087,10,UAE,10,32.23403
2529887,2019-11-09,Category4,3018,30001087,10,UAE,10,32.23403
2529888,2019-10-02,Category4,2521,30001087,589,PAK,80,261.28
2529889,2019-10-02,Category4,2521,30001087,589,PAK,80,261.28
2529890,2020-02-09,Category4,4375,30001087,7,IRQ,55,210.87
2529891,2020-02-09,Category4,4375,30001087,7,IRQ,55,210.87
2529892,2019-12-28,Category4,3791,30001087,514,BHR,100,473.575
2529893,2019-12-28,Category4,3791,30001087,514,BHR,100,473.575
2529894,2020-01-15,Category4,4036,30001087,7,IRQ,56,184.98088
2529895,2020-01-15,Category4,4036,30001087,7,IRQ,56,184.98088
2529896,2019-12-10,Category4,3525,30001087,8,IRQ,10,33.1207
2529897,2019-12-10,Category4,3525,30001087,8,IRQ,10,33.1207
2529898,2019-12-16,Category4,3623,30001087,7,IRQ,63,200.34126
2529899,2019-12-16,Category4,3623,30001087,7,IRQ,63,200.34126
2529900,2020-04-27,Category4,292,30001087,7,IRQ,170,753.168
2529901,2020-04-27,Category4,292,30001087,7,IRQ,170,753.168
2529902,2020-02-27,Category4,4674,30001087,7,IRQ,140,620.0572
2529903,2020-02-27,Category4,4674,30001087,7,IRQ,140,620.0572
2529904,2020-02-27,Category4,4664,30001087,8,IRQ,2,8.32482
2529905,2020-02-27,Category4,4664,30001087,8,IRQ,2,8.32482
2529906,2020-12-02,Category4,4539,30001087,22,PAK,17,125.32914
2529907,2019-04-29,Category4,302,30001089,514,BHR,150,883.446
2529908,2019-04-29,Category4,302,30001090,514,BHR,200,1177.928
2529909,2019-11-09,Category4,3019,30001090,10,UAE,10,32.23403
2529910,2019-11-09,Category4,3019,30001090,10,UAE,10,32.23403
2529911,2019-12-16,Category4,3624,30001090,7,IRQ,56,178.08112
2529912,2019-12-16,Category4,3624,30001090,7,IRQ,56,178.08112
2529913,2020-01-15,Category4,4042,30001090,7,IRQ,56,184.98088
2529914,2020-01-15,Category4,4042,30001090,7,IRQ,56,184.98088
2529915,2020-12-02,Category4,4539,30001090,22,PAK,16,117.95684
2529916,2020-02-09,Category4,4379,30001090,7,IRQ,55,210.87
2529917,2020-02-09,Category4,4379,30001090,7,IRQ,55,210.87
2529918,2020-02-27,Category4,4664,30001090,8,IRQ,2,8.32482
2529919,2020-02-27,Category4,4664,30001090,8,IRQ,2,8.32482
2529920,2020-02-27,Category4,4675,30001090,7,IRQ,120,531.4776
2529921,2020-02-27,Category4,4675,30001090,7,IRQ,120,531.4776
2529922,2020-04-27,Category4,292,30001090,7,IRQ,140,620.256
2529923,2020-04-27,Category4,292,30001090,7,IRQ,140,620.256
2529924,2019-12-10,Category4,3526,30001093,8,IRQ,10,95.8634
2529925,2019-12-10,Category4,3526,30001093,8,IRQ,10,95.8634
2529926,2019-06-01,Category4,793,30001093,605,AUS,50,499.438
2529927,2019-05-25,Category4,702,30001093,609,TKM,150,1600.2195
2529928,2019-05-25,Category5,703,30011010,609,TKM,100,402.326
2529929,2019-10-01,Category5,2493,30011010,609,TKM,200,697.5
2529930,2019-10-01,Category5,2493,30011010,609,TKM,200,697.5
2529931,2019-11-26,Category5,3303,30011010,609,TKM,150,501.4155
2529932,2019-11-26,Category5,3303,30011010,609,TKM,150,501.4155
2529933,2020-01-14,Category5,4026,30011010,11,QAT,20,83.15567
2529934,2020-01-14,Category5,4026,30011010,11,QAT,20,83.15567
2529935,2019-12-28,Category5,3791,30011010,514,BHR,100,467.225
2529936,2019-12-28,Category5,3791,30011010,514,BHR,100,467.225
2529937,2020-10-27,Category5,3725,30011010,8,IRQ,162,1383.561
2529938,2020-12-15,Category5,4839,30011010,23,IRQ,250,2020.425
2529939,2020-03-01,Category4,4709,30001095,15,ZAF,350,4015.55
2529940,2020-03-01,Category4,4709,30001095,15,ZAF,350,4015.55
2529941,2020-03-09,Category4,4820,30001095,10,UAE,70,826.728
2529942,2020-03-09,Category4,4820,30001095,10,UAE,70,826.728
2529943,2020-01-14,Category4,4019,30001095,560,AFG,1080,9359.118
2529944,2020-01-14,Category4,4019,30001095,560,AFG,1080,9359.118
2529945,2020-01-14,Category4,4024,30001095,560,AFG,240,2079.804
2529946,2020-01-14,Category4,4024,30001095,560,AFG,240,2079.804
2529947,2020-01-14,Category4,4026,30001095,11,QAT,15,154.91085
2529948,2020-01-14,Category4,4026,30001095,11,QAT,15,154.91085
2529949,2019-12-05,Category4,3437,30001095,14,IRQ,100,836.04199
2529950,2019-12-05,Category4,3437,30001095,14,IRQ,100,836.04199
2529951,2019-12-10,Category4,3525,30001095,8,IRQ,60,538.794
2529952,2019-12-10,Category4,3525,30001095,8,IRQ,60,538.794
2529953,2019-12-09,Category4,3487,30001095,560,AFG,520,4099.8152
2529954,2019-12-09,Category4,3487,30001095,560,AFG,520,4099.8152
2529955,2019-12-09,Category4,3488,30001095,560,AFG,30,236.5278
2529956,2019-12-09,Category4,3488,30001095,560,AFG,30,236.5278
2529957,2019-12-28,Category4,3790,30001095,514,BHR,50,625.9905
2529958,2019-12-28,Category4,3790,30001095,514,BHR,50,625.9905
2529959,2019-12-28,Category4,3789,30001095,15,ZAF,350,3490.3785
2529960,2019-12-28,Category4,3789,30001095,15,ZAF,350,3490.3785
2529961,2019-11-26,Category4,3303,30001095,609,TKM,50,415.151
2529962,2019-11-26,Category4,3303,30001095,609,TKM,50,415.151
2529963,2019-11-09,Category4,3029,30001095,560,AFG,285,1992.88815
2529964,2019-08-04,Category4,1650,30001095,560,AFG,223,1959.71731
2529965,2019-08-04,Category4,1650,30001095,560,AFG,223,1959.71731
2529966,2019-07-30,Category4,1573,30001095,560,AFG,278,2445.65218
2529967,2019-05-22,Category4,682,30001095,603,AZE,130,1338.8453
2529968,2019-04-30,Category4,317,30001095,560,AFG,74,697.92508
2529969,2019-04-07,Category4,4,30001095,575,KWT,70,1202.831
2529970,2019-12-16,Category4,3623,30001098,7,IRQ,133,2412.55882
2529971,2019-12-16,Category4,3623,30001098,7,IRQ,133,2412.55882
2529972,2020-01-15,Category4,4042,30001099,7,IRQ,200,3768.476
2529973,2020-01-15,Category4,4042,30001099,7,IRQ,200,3768.476
2529974,2020-02-27,Category4,4676,30001099,7,IRQ,50,1263.195
2529975,2020-02-27,Category4,4676,30001099,7,IRQ,50,1263.195
2529976,2020-02-09,Category4,4379,30001099,7,IRQ,60,1312.2
2529977,2020-02-09,Category4,4379,30001099,7,IRQ,60,1312.2
2529978,2020-03-01,Category4,4709,30001096,15,ZAF,550,6310.15
2529979,2020-03-01,Category4,4709,30001096,15,ZAF,550,6310.15
2529980,2020-03-09,Category4,4820,30001096,10,UAE,70,826.728
2529981,2020-03-09,Category4,4820,30001096,10,UAE,70,826.728
2529982,2020-01-14,Category4,4025,30001096,560,AFG,1080,9359.118
2529983,2020-01-14,Category4,4025,30001096,560,AFG,1080,9359.118
2529984,2020-01-14,Category4,4026,30001096,11,QAT,15,154.91085
2529985,2020-01-14,Category4,4026,30001096,11,QAT,15,154.91085
2529986,2020-01-14,Category4,4024,30001096,560,AFG,240,2079.804
2529987,2020-01-14,Category4,4024,30001096,560,AFG,240,2079.804
2529988,2019-12-05,Category4,3437,30001096,14,IRQ,100,836.04199
2529989,2019-12-05,Category4,3437,30001096,14,IRQ,100,836.04199
2529990,2019-12-10,Category4,3525,30001096,8,IRQ,40,359.196
2529991,2019-12-10,Category4,3525,30001096,8,IRQ,40,359.196
2529992,2019-12-09,Category4,3487,30001096,560,AFG,520,4099.8152
2529993,2019-12-09,Category4,3487,30001096,560,AFG,520,4099.8152
2529994,2019-12-09,Category4,3488,30001096,560,AFG,30,236.5278
2529995,2019-12-09,Category4,3488,30001096,560,AFG,30,236.5278
2529996,2019-12-28,Category4,3790,30001096,514,BHR,50,625.9905
2529997,2019-12-28,Category4,3790,30001096,514,BHR,50,625.9905
2529998,2019-12-28,Category4,3789,30001096,15,ZAF,550,5484.8805
